position_id,party_id,statement_id,position_label,position_numeric,source_type,text_snippet,source_link
EUP0175,PEL,31,Neutral,0,2024 EP election manifesto of the party,"While the European Parliament has no competence in Common Foreign and Security Policy, we reject the abolition of the unanimity principle in the European Council in these matters",https://www.european-left.org/wp-content/uploads/2024/03/2024-Manifesto-English-European-Left.pdf
EUP0176,PEL,32,Neutral,0,2024 EP election manifesto of the party,"States can only become members of the EU if they respect human rights, the rule of law and the social and political rights of their populations, including minorities. Enlargement must not be an instrument for deepening rifts within Europe and increasing military tensions. It must not assign the accession countries the role of suppliers of cheap raw materials, agricultural products, and cheap labour as it is doing already now.",https://www.european-left.org/wp-content/uploads/2024/03/2024-Manifesto-English-European-Left.pdf
EUP0177,PEL,33,Tend to agree,1,2024 EP election manifesto of the party,"The rule of law, women’s rights and democracy are values that must be applied and enforced throughout the EU; [The EU] must focus on safeguarding democracy and the rule of law and boosting social cohesion in candidate and Member States",https://www.european-left.org/wp-content/uploads/2024/03/2024-Manifesto-English-European-Left.pdf
EUP0178,PEL,34,Completely agree,2,2024 EP election manifesto of the party,"The Palestinian people must be granted the right to self-determination in an independent, viable state alongside Israel within the 1967 borders.",https://www.european-left.org/wp-content/uploads/2024/03/2024-Manifesto-English-European-Left.pdf
EUP0179,PEL,35,Tend to agree,1,2024 EP election manifesto of the party,Position provided by PEL President and Spitzenkandidat: We are in favour of a care economy,https://www.european-left.org/wp-content/uploads/2024/03/2024-Manifesto-English-European-Left.pdf
EUP0180,PEL,36,Completely disagree,-2,2024 EP election manifesto of the party,"We do not want Europe to become the arena of a new Cold War and an arms race. Instead of militarising the EU, Europe needs a political agenda for peace, security, and disarmament.",https://www.european-left.org/wp-content/uploads/2024/03/2024-Manifesto-English-European-Left.pdf
EUP0181,ECPM,1,Tend to agree,1,2024 EP election manifesto of the party,"We advocate for support, training, and financial support for expectant mothers. [...] we call on the EU Member States to do more: to adopt specific legislation guaranteeing daily meals, free primary and secondary education, children allowance and to invest in developing recreational community centres. (Page 9)",https://campaign.ecpm.info/wp-content/themes/ecpm-eu24/assets/pdf/ECPM-Political-Manifesto.pdf
EUP0182,ECPM,2,Neutral,0,2024 EP election manifesto of the party,"Based on Christian principles, ECPM strongly favours inclusive national policies where people are supported to further their education, they are put in contact with available job opportunities and re-trained, when necessary (Page 8) - CODING AGREED BY PARTY",https://campaign.ecpm.info/wp-content/themes/ecpm-eu24/assets/pdf/ECPM-Political-Manifesto.pdf
EUP0183,ECPM,3,No opinion,,,,
EUP0184,ECPM,4,No opinion,,,,
EUP0185,ECPM,5,Tend to disagree,-1,"Recent interviews, press releases and social media communication (from party, party leader and/or leading candidates)","How to defuse social anger? No to the application decrees of this pension reform, priority to a law to revalue work.",https://x.com/jfpoisson78/status/1654208324496248832?s=20
EUP0186,ECPM,6,No opinion,,,,
EUP0187,ECPM,7,Completely disagree,-2,2024 EP election manifesto of the party,"ECPM promotes the sovereignty of the family, based on marriage between one man and one woman, and recognizes its inherent rights that are inalienable. As such, ECPM promotes (national) policymaking which puts family in focus. (Page 8)",https://campaign.ecpm.info/wp-content/themes/ecpm-eu24/assets/pdf/ECPM-Political-Manifesto.pdf
EUP0188,ECPM,8,Completely disagree,-2,Other programmatic and official party documentation,"The ChristenUnie is against the legalization of drugs, because it has a normalizing effect.",https://sgp.nl/standpunten/softdrugs & https://www.christenunie.nl/nl/standpunt/drugs# & https://buendnis-c.de/cannabis-den-naehrboden-fuer-drogenkonsum-austrocknen-4536/
EUP0189,ECPM,9,Tend to agree,1,2024 EP election manifesto of the party,"The asylum-seeking procedure should be fast, thorough, and humane; the applicant must be provided with shelter, food and basic services. If approved, their integration into society needs to happen as soon as possible; [...]. We are in favour of integration policies which respect the refugees’ culture and background but which educate and promote a human rights-centred view. We find practices like forced or underage marriage, female genital mutilation, shunning, etc. reprehensible, and Sharia law deeply incompatible with European life and society. (Page 18)",https://campaign.ecpm.info/wp-content/themes/ecpm-eu24/assets/pdf/ECPM-Political-Manifesto.pdf
EUP0190,ECPM,10,Completely agree,2,2024 EP election manifesto of the party,"We believe the rights of children already start at conception; therefore, unborn children should be included in the right to life. - CODING AGREED BY PARTY ECPM strongly supports the Member States’ right to establish their own policies regarding reproduction and we encourage them, as well as the EU institutions, to promote and protect life from conception to natural death. In line with Art.13(1) of the Regulation EC 726/ 2004 establishing the European Medicines Agency and Art. 4(4) of the Directive 2001/83/EC on the Community code relating to medicinal products for human use, Member States are free to prohibit or restrict the sale, supply or use of contraceptives or abortifacients. (Page 6) - AGREED BY PARTY",https://campaign.ecpm.info/wp-content/themes/ecpm-eu24/assets/pdf/ECPM-Political-Manifesto.pdf
EUP0191,ECPM,11,Neutral,0,2024 EP election manifesto of the party,We believe foreign affairs and migration policies should take into account the internal realities and challenges of a Member State. (Page 17),https://campaign.ecpm.info/wp-content/themes/ecpm-eu24/assets/pdf/ECPM-Political-Manifesto.pdf
EUP0192,ECPM,12,No opinion,,,,
EUP0193,ECPM,13,Neutral,0,2024 EP election manifesto of the party,"Since transportation is the second-largest source of emissions in Europe, we support efforts to decarbonize it and replace it with clean, sustainable options. The transition needs to be gradual and in places where citizens would be heavily impacted, we call for governments to subsidize and mitigate the impact. ECPM supports and encourages EU advocating green sustainable industries, having a leading role in innovation and ensuring that the polluter pays. ECPM, therefore, sees the main role of the EU in making sure that all EU members are encouraged to foster clean and green industries. Regarding the area of transportation, ECPM supports the current policies in place but continues to call for the principle of subsidiarity to be implemented, enabling EU member states to have the freedom to form their own policies for which transport modality they favour or infrastructure they build.",https://ecpm.info/products/campaign-manifesto-2024.html https://ecpm.info/an-economy-that-works-for-people-and-planet.html
EUP0194,ECPM,14,Tend to disagree,-1,2024 EP election manifesto of the party,The market for clean energy needs to reflect the current technological possibilities as well as to respect the principles of fair market competition. The EU should assist Member States to meet these standards and to invest in innovative technologies. (Page 14).,https://campaign.ecpm.info/wp-content/themes/ecpm-eu24/assets/pdf/ECPM-Political-Manifesto.pdf
EUP0195,ECPM,15,No opinion,,,,
EUP0196,ECPM,16,No opinion,,,,
EUP0197,ECPM,17,No opinion,,,,
EUP0198,ECPM,18,Completely disagree,-2,2024 EP election manifesto of the party,"ECPM calls for the European Union to reduce its directive role and to act more as a facilitator between strong, sovereign Member States. We wish to see a reduction of the bureaucracy and the elimination of redundant or wasteful agencies (Page 23)",https://campaign.ecpm.info/wp-content/themes/ecpm-eu24/assets/pdf/ECPM-Political-Manifesto.pdf
EUP0199,ECPM,19,Tend to agree,1,2024 EP election manifesto of the party,"Innovation is not a neutral subject but requires careful and ethical consideration. It should especially foster greater interaction between people and strengthen relationships and communities. We support innovation as long as it does not infringe on human dignity and human rights, as long as it does not violate privacy rights and doesn’t harm the environment. We recognize that innovation is sometimes not a pleasant process for citizens and established companies, therefore we advocate for support and re-training for those who need it. (Page 12) The EU can play a major role in harmonizing rules and regulations for innovative technologies between Member States. (Page 13)",https://campaign.ecpm.info/wp-content/themes/ecpm-eu24/assets/pdf/ECPM-Political-Manifesto.pdf
EUP0200,ECPM,20,Neutral,0,2024 EP election manifesto of the party,"Joining the single currency area should be merit-based, and not a politically, ideologically driven process, and it should be clearly based on the sovereign decision of the Member States. (Page 13)",https://campaign.ecpm.info/wp-content/themes/ecpm-eu24/assets/pdf/ECPM-Political-Manifesto.pdf
EUP0201,ECPM,21,Neutral,0,"Recent interviews, press releases and social media communication (from party, party leader and/or leading candidates)","The ECPM MEPs agree overall with the EU’s involvement and facilitating the recovery process, but there are some boundaries which should not be crossed. MEP Cristian Terhes, for instance, points to the subsidiarity principle which is at risk: “While a recovery plan is needed to boost the economies of the EU Members States, certain provisions in this recovery plan will lend more power to the European bureaucracy, implicitly undermining the sovereignty of the Members States, which is deeply concerning. In order to have a stronger, united Europe of nations, the solutions of this recovery plan have to be in line with the constitutional requirements of each Member State.” - CODING AGREED BY PARTY",https://ecpm.info/news/the-views-of-ecpm-meps-on-the-european-commissions-recovery-plan-for-europe.html
EUP0202,ECPM,22,Tend to agree,1,"Recent interviews, press releases and social media communication (from party, party leader and/or leading candidates)","While the European Christian Political Movement remains in solidarity with the Ukrainian people and prays continually for their peace and territorial integrity, we can acknowledge that our own farmers have a reason for their discontent, and we support their right to have their voices heard.",https://ecpm.info/news/frail-solidarity.html
EUP0203,ECPM,23,Tend to disagree,-1,2024 EP election manifesto of the party,"Foreign policies are the competence of Member States. Foreign affairs continues to be the competence of the Member States. We would like to see the EEAS’ role be kept as facilitator/ mediator/ ambassador, acting on policies determined by joint decision of the Member States. The power and initiative should rest with the foreign offices of the Member States, and not be imposed on them from Brussels.",https://ecpm.info/products/campaign-manifesto-2024.html
EUP0204,ECPM,24,Completely disagree,-2,2024 EP election manifesto of the party,ECPM is in favour of solidarity among the EU Member States when it comes to refugees and asylum seekers; we welcome the Voluntary Solidarity Mechanism adopted in 2022. (Page 17),https://campaign.ecpm.info/wp-content/themes/ecpm-eu24/assets/pdf/ECPM-Political-Manifesto.pdf
EUP0205,ECPM,25,Tend to disagree,-1,2024 EP election manifesto of the party,"ECPM sees the EU as an instrument of peace, like the founding fathers envisioned it (see Treaty of Paris). As such, we stand firmly for the principle of subsidiarity enshrined in the EU treaties; we believe the EU institutions should maintain a coordinating role, while the national governments enjoy full power of decision on matters of national competence. (Page 23)",https://campaign.ecpm.info/wp-content/themes/ecpm-eu24/assets/pdf/ECPM-Political-Manifesto.pdf
EUP0206,ECPM,26,Neutral,0,2024 EP election manifesto of the party,"ECPM calls for increased support for the border countries, either financially or in terms of personnel. (Page 17)",https://campaign.ecpm.info/wp-content/themes/ecpm-eu24/assets/pdf/ECPM-Political-Manifesto.pdf
EUP0207,ECPM,27,Completely disagree,-2,2024 EP election manifesto of the party,"Since transportation is the second-largest source of emissions in Europe, we support efforts to decarbonize it and replace it with clean, sustainable options. The transition needs to be gradual and in places where citizens would be heavily impacted, we call for governments to subsidize and mitigate the impact. (Page 12)",https://campaign.ecpm.info/wp-content/themes/ecpm-eu24/assets/pdf/ECPM-Political-Manifesto.pdf
EUP0208,ECPM,28,Neutral,0,"Recent interviews, press releases and social media communication (from party, party leader and/or leading candidates)","ECPM President Ghilețchi praised the Ukrainian resistance and encouraged the nations of Europe to continue supporting it, in order to prevent the Russian imperialistic ambitions extending to the other independent countries in Eastern Europe. He spurred the European institutions and nations around the world to implement sanctions against Putin’s regime and to support Ukraine with aid and weaponry necessary to defend itself. - CODING AGREED BY PARTY",https://ecpm.info/Yearbook%2022_Web.pdf
EUP0209,ECPM,29,Tend to agree,1,2024 EP election manifesto of the party,"We also advocate for longer debate times in the European Parliament on important issues, to ensure that the citizens’ representatives can truly influence the legislative process. [...] The ECPM is committed to strengthening the role of the European Parliament as the direct and most proportionate elected representation of the European citizens. (Page 23)",https://campaign.ecpm.info/wp-content/themes/ecpm-eu24/assets/pdf/ECPM-Political-Manifesto.pdf
EUP0210,ECPM,30,Tend to disagree,-1,2024 EP election manifesto of the party,"ECPM, together with Sallux, promotes a confederal Europe which is neither a withdrawal from the European project, nor a headlong and premature rush towards full political integration. (Page 24)",https://campaign.ecpm.info/wp-content/themes/ecpm-eu24/assets/pdf/ECPM-Political-Manifesto.pdf
EUP0211,ECPM,31,Completely disagree,-2,2024 EP election manifesto of the party,"We advocate for sovereign and empowered Member States and for the European Union institutions to strictly adhere to the principle of subsidiarity. We believe more control should be returned to national parliaments, which would also increase their responsibility. (Page 23)",https://campaign.ecpm.info/wp-content/themes/ecpm-eu24/assets/pdf/ECPM-Political-Manifesto.pdf
EUP0212,ECPM,32,Neutral,0,2024 EP election manifesto of the party,"Regarding EU expansion, we affirm that only countries which fully comply with the Copenhagen criteria can become members of the EU. (Page 24)",https://campaign.ecpm.info/wp-content/themes/ecpm-eu24/assets/pdf/ECPM-Political-Manifesto.pdf
EUP0213,ECPM,33,Tend to agree,1,"Recent interviews, press releases and social media communication (from party, party leader and/or leading candidates)",ECPM MEP Anja Haga signed a petition calling for the suspension of voting rights for Orban/ Hungary due to rule of law breaches,https://x.com/anjahaga/status/1746119987775914156?s=20
EUP0214,ECPM,34,Neutral,0,2024 EP election manifesto of the party,"The ECPM supports Israel’s right to exist; we wish to see a just and lasting peace in the region, achieved by political means by the actors on the ground. (Page 16)",https://campaign.ecpm.info/wp-content/themes/ecpm-eu24/assets/pdf/ECPM-Political-Manifesto.pdf
EUP0215,ECPM,35,Tend to disagree,-1,2024 EP election manifesto of the party,"In some respects, we could argue that the efforts to contain the spread went too far, leaving people frustrated and isolated. We are all still learning lessons from the pandemic and making sense of what happened in order to be better equipped in dealing with the next crisis. ECPM condemns the discrimination faced by people who, for various reasons, refused vaccination.",https://ecpm.info/products/campaign-manifesto-2024.html
EUP0216,ECPM,36,Neutral,0,2024 EP election manifesto of the party,"ECPM is in favour of all European military co-operation be conducted for now within the North Atlantic Treaty Organisation (NATO), while respecting the neutrality of some EU Member States. Europe has been leaning on the USA for security and defence for many years now, but it is time for Europe to develop mechanisms to defend itself. In line with EU’s principle of subsidiarity, defence matters fall under the authority of the sovereign Member States. (Page 17)",https://campaign.ecpm.info/wp-content/themes/ecpm-eu24/assets/pdf/ECPM-Political-Manifesto.pdf
EUP0217,ECR,1,Tend to disagree,-1,Other programmatic and official party documentation,"Europe today stands at a crossroads where the principles of free enterprise, fair trade, minimal regulation and small government are crucial to promoting individual freedom, personal prosperity and national growth.",https://ecrgroup.eu/campaign/ecr_policy_group_on_enterprise_employment_and_entrepreneurship
EUP0218,ECR,2,Tend to disagree,-1,Other programmatic and official party documentation,"The 21st century presents us with ever-evolving challenges and we believe in contributing to the overall objective of meeting the significant upskilling and reskilling needs, driven by the common ambition to be fit to face these challenges. We strive for education and training systems that are able to better match citizens' competencies with the needs of the labour market. The ECR is deeply concerned with high (and progressing) levels of unemployment in the EU. With young people facing record rates of unemployment, policies encouraging job seekers to return to the labour market alongside structural reforms which enhance competition, reduce labour costs, increase productivity performance and promote labour mobility in order to strengthen growth and boost creation of new jobs are essential.",https://www.ecrcor.eu/comission/6-social-policy-education-employment-research-and-culture
EUP0219,ECR,3,Tend to agree,1,Other programmatic and official party documentation,"Europe today stands at a crossroads where the principles of free enterprise, fair trade, minimal regulation and small government are crucial to promoting individual freedom, personal prosperity and national growth.",https://ecrgroup.eu/campaign/ecr_policy_group_on_enterprise_employment_and_entrepreneurship
EUP0220,ECR,4,No opinion,,,,
EUP0221,ECR,5,No opinion,,,,
EUP0222,ECR,6,No opinion,,,,
EUP0223,ECR,7,Tend to disagree,-1,Other programmatic and official party documentation,"In Europe today, we see a concerted and aggressive attempt to overturn the values and principles that have formed the basis of our societies, rule of law and even the European project itself. We see an ideological vocabulary that manipulates the mind. This affects European policies and legislation. It is being pushed on the Member States and their citizens as well, violating national sovereignty, undermining faith, including any sense of transcendence, and diminishing cultural wealth. Ideologies, such as gender ideology, deny biological and social reality and undermine citizens’ identities. Their mistaken ideas about liberty and dignity pit men against women, reducing their relationship to a bitter power struggle. This particularly affects women, families and life itself.",https://ecrgroup.eu/campaign/family_and_life
EUP0224,ECR,8,No opinion,,,,
EUP0225,ECR,9,Completely agree,2,Other programmatic and official party documentation,"Europe is above all a historical and cultural concept. Upholding the teachings of Saint Benedict, we emphasize the importance of preserving our cultural heritage and traditional values. We share a common identity with deep roots in the Hellenistic, Roman and Christian tradition. What must Europe, and not only Europe, do? Defend the values that define it wherever they are threatened. To defend itself against mass illegal immigration, but also to reclaim the neighbourhoods, the cities, that it has already lost.",https://mcusercontent.com/82d965dcba0981b7182e9dfd7/files/fa4fda67-617b-36d7-dc36-9548686f7367/ECR_CHARTER_OF_VALUES_Subiaco_2024.pdf https://ecrgroup.eu/article/procaccini_defend_the_values_that_define_europe_wherever_they_are_threatene
EUP0226,ECR,10,Tend to agree,1,Other programmatic and official party documentation,"By returning to age-old values, by acknowledging biological and social reality and by redeeming the intrinsic value of women and men, we wish to strengthen the institution of the family, which is the cornerstone of society. And we wish to defend life, from its conception until its natural end.",https://ecrgroup.eu/campaign/family_and_life
EUP0227,ECR,11,Completely agree,2,Other programmatic and official party documentation,"Furthermore, the EU must let Member States have an effective control of their external borders and finance the border infrastructures needed to repel migrants that are used as a hybrid weapon to attack our continent.",https://ecrgroup.eu/campaign/ecr_policy_group
EUP0228,ECR,12,Tend to disagree,-1,"Recent interviews, press releases and social media communication (from party, party leader and/or leading candidates)","Margarita de la Pisa Carrión of the conservative ECR group argued that this directive will set the EU on a slippery slope towards implementing other kinds of quotas. “It’s the thin end of the wedge. Now we are talking about sex; why not gender? Or could it also be race or ethnic origin? This is a lack of respect — if we only focus on people’s characteristics, not on the people… we should be looking at their experience, their capacities,” she said.",https://www.euractiv.com/section/economy-jobs/news/eu-parliament-passes-directive-on-gender-quotas-on-corporate-boards/
EUP0229,ECR,13,No opinion,,,,
EUP0230,ECR,14,Completely disagree,-2,Other programmatic and official party documentation,"the EU needs to adopt sensible and sustainable measures which do not place unnecessary and costly burdens on businesses and Member States. Rather than unrealistic targets which will never be fulfilled or properly implemented, the ECR Group supports an ambitious, incremental, and sensible approach that all Member States can support. ECR Members defend the freedom of Member States to determine their energy mix despite the efforts by the European Commission to increase already ambitious climate and energy targets;",https://ecrgroup.eu/vision/protecting_the_global_environment_at_a_cost_we_can_afford https://ecrgroup.eu/campaign/energy_security
EUP0231,ECR,15,No opinion,,,,
EUP0232,ECR,16,No opinion,,,,https://ecrgroup.eu/article/assita_kanko_the_time_of_criminals_enjoying_their_illegal_profits_is_over
EUP0233,ECR,17,Neutral,0,Other programmatic and official party documentation,"The ECR Group believes that enforcing the European Stability Mechanism to share liability, is not the best way to recover competitiveness in Eurozone countries. Fiscal disciplines, an independent European Central Bank without political agenda, and respecting the decision of Member States not to adopt the Euro, are the key ingredients of preventing future economic shocks. The ECR Group believes that it is only fair for all European countries to demonstrate economic and fiscal responsibility. National economic prudence should be encouraged, not penalised. “The ECR supports the European Commission’s proposals to reform the Stability and Growth Pact, although we believe there are still some aspects that need to be improved. For us, the gradual reduction of debt is an essential condition for stability. But we also need to strengthen growth, which is the only way to reduce the deficit/GDP ratio.",https://ecrgroup.eu/vision/creating_jobs_prosperity
EUP0234,ECR,18,Completely disagree,-2,Other programmatic and official party documentation,"The European Union has overreached. It has become too centralised, too ambitious, and too out of touch with ordinary citizens. It should stick to its basic tasks – such as building a strong internal market that creates jobs. It should make sure its core work is done well without wasting tax-payers money. A full fiscal union is not required. We reject calls to introduce a fiscal union that links Member States' budgets and leads to unjustified transfers between them. Instead, we call for balanced and well-coordinated macroeconomic policies.",https://ecrgroup.eu/vision/Respecting_rights_sovereignty_member_states https://ecrthefuture.eu/#our-vision https://ecrgroup.eu/publication/scenarios_for_the_eurozone https://www.ecrcor.eu/comission/3-economic-policy
EUP0235,ECR,19,Tend to agree,1,"Recent interviews, press releases and social media communication (from party, party leader and/or leading candidates)","The ECR Group wants AI systems to be trustworthy and human-centred. Their development, training and marketing should be transparent and based on a sound assessment of risks to safety, health and human rights. The European Parliament’s negotiating position on the Artificial Intelligence (AI) Act, adopted today in Strasbourg, includes a number of the ECR Group’s demands, such as incentives for AI research, support for European new technology SMEs, strengthening the role of regulatory sandboxes and transparency obligations for AI operations in high-risk areas. Speaking after the adoption, ECR shadow rapporteur in the Internal Market and Consumer Protection Committee, Kosma Złotowski, said: “Technology will always move faster than we can control it. However, we need to create a legal framework for the development of AI that ensures consumer safety and a high level of protection of human rights, and which outlines a framework of accountability for companies and public institutions.",https://ecrgroup.eu/article/eu_regulation_addresses_concerns_of_ai_critics https://ecrgroup.eu/article/parliament_position_on_ai_act_a_great_starting_point_for_negotiations
EUP0236,ECR,20,Tend to disagree,-1,Other programmatic and official party documentation,"Despite achievements in real convergence, some eurozone countries can be regarded as being persistent weakest links. Their weaknesses, however, have little to do with the euro but are the result of differing national political and institutional characteris. The Euro crisis was the defining issues of the last European election. Now the European Union is looking to build a future for the Eurozone which prevents the Euro crisis from happening again. The ECR Group believes that the decisions we make now will have serious long term consequences for all Member States, whether in the Euro or not. The ECR Group believes we must consider carefully the consequences of hastily implemented Euro policies. The ECR Group believes that enforcing the European Stability Mechanism to share liability, is not the best way to recover competitiveness in Eurozone countries. Fiscal disciplines, an independent European Central Bank without political agenda, and respecting the decision of Member States not to adopt the Euro, are the key ingredients of preventing future economic shocks. The ECR Group believes that it is only fair for all European countries to demonstrate economic and fiscal responsibility. National economic prudence should be encouraged, not penalised. Transparency is one of the key priorities for the ECR Group, and that includes holding all the EU institutions and the ECB to account for their actions both past and present. Whilst there is still a long way to go in making sure the Euro functions better, acknowledging the flaws in the system both past and present, is an important step to building a more stable economic future. The ECR Group will continue to ensure that the ECB and the EU is held accountable for its policies on the Euro.",https://ecrgroup.eu/publication/scenarios_for_the_eurozone https://ecrgroup.eu/vision/creating_jobs_prosperity
EUP0237,ECR,21,No opinion,,,,
EUP0238,ECR,22,Tend to agree,1,Other programmatic and official party documentation,"The ECR Group knows that there are concerns about globalisation and widening the EU’s trading market. It is essential that we protect certain EU sectors from any shock effects. Therefore, we support opening our domestic market to non-EU products in a limited and controlled way, whilst ensuring EU products have improved access to non-EU markets, for our most popular exports.",https://ecrgroup.eu/vision/creating_jobs_prosperity
EUP0239,ECR,23,Completely disagree,-2,Other programmatic and official party documentation,The ECR Group believes that the EU does not need a centralised foreign policy to bring attention to pressing international issues and have an impact upon human rights violations.,https://ecrgroup.eu/vision/cooperating_global_partners
EUP0240,ECR,24,Completely disagree,-2,Other programmatic and official party documentation,The EU cannot continue to impose an immigration system which is backed by only a few of its Member States. A system of cooperation rather than compulsion must prevail.,https://ecrgroup.eu/vision/safeguarding_citizens_borders
EUP0241,ECR,25,Completely agree,2,"Recent interviews, press releases and social media communication (from party, party leader and/or leading candidates)","In the debate on European security and defence, ECR Co-Chairman Nicola Procaccini spoke in favour of the creation of a European army to complement NATO.",https://ecrgroup.eu/article/procaccini_for_a_common_european_defence https://ecrgroup.eu/article/beata_szydo_defence_must_now_be_at_the_heart_of_eu_policy
EUP0242,ECR,26,Completely agree,2,Older European election manifestos,"Instead, the EU should be focusing on getting the basics right. The ECR believes a more sustainable level of immigration to the EU can be achieved if: - we provide more support for Member States to protect the EU’s external border - strengthen the role of FRONTEX Furthermore, the EU must let Member States have an effective control of their external borders and finance the border infrastructures needed to repel migrants that are used as a hybrid weapon to attack our continent.",https://ecrgroup.eu/vision/safeguarding_citizens_borders
EUP0243,ECR,27,Completely disagree,-2,"Recent interviews, press releases and social media communication (from party, party leader and/or leading candidates)","A ban of the combustion engine will cost Europe hundreds of thousands of jobs and leave a vital European industry dangerously dependent on batteries, raw materials and rare earths of dubious origin and availability. The ECR hopes that the Council will adopt a more realistic approach that will open up more opportunities for the European automotive industry than the current proposal.",https://ecrgroup.eu/article/week_ahead_6_10_march_2023
EUP0244,ECR,28,Completely agree,2,"Recent interviews, press releases and social media communication (from party, party leader and/or leading candidates)","ECR MEP and Chairman of the European Parliament's Committee on Budgets Johan van Overtveldt has called for more money for Ukraine than the 50 billion euros promised by the EU. The European Council should take decisive action to increase the production, joint procurement and delivery of weapons and ammunition necessary for Ukraine. Ammunition for Ukraine!",https://ecrgroup.eu/article/van_overtveldt_ecr_group_50_billion_euro_in_ukraine_aid_will_not_be_enough https://ecrgroup.eu/article/joint_statement_on_military_support_to_ukraine https://ecrgroup.eu/article/ammunition_for_ukraine
EUP0245,ECR,29,Completely disagree,-2,"Recent interviews, press releases and social media communication (from party, party leader and/or leading candidates)","“Madam President, Prime Ministers. Two minutes of truth, of bitter truth. And the bitter truth is that the European Parliament has done a lot of damage in Europe. It has been sending a false message it represents the European demos. There isn’t, and there won’t be any European demos. The Parliament infected Europe with shameless partisanship and the infection became so contagious that it spread to other institutions such as the European Commission. The Parliament has abandoned the basic function of representing people. Instead, it has become a machine to implement the so-called European project, thus alienating millions of voters.",https://ecrgroup.eu/article/the_abduction_of_europa_by_the_european_parliament
EUP0246,ECR,30,Tend to disagree,-1,Other programmatic and official party documentation,"The ECR Group believes we should be focusing on managing the Eurozone better rather than deepening political links to the EU. The European Union has overreached. It has become too centralised, too ambitious, and too out of touch with ordinary citizens. Only this eurorealist agenda offered by the ECR will achieve positive results and meet the expectations of the peoples of Europe. There should be a profound reflection on the current state of Europe leading to a fundamental review of the functioning of the European Union. The European Union must change; the status quo is not an option. Some argue that the solution is more Europe; others that the solution is no Europe. But the ECR believes that neither federalist fundamentalists nor anti-European abolitionists offer real solutions to the problems faced by Europe today. The ECR instead offers a bold alternative vision of a reformed European Union as a community of nations cooperating in shared confederal institutions in areas where they have some common interests that can best be advanced by working together. A new institutional settlement should therefore be sought that recognises that the Union’s democratic legitimacy derives principally from its member states alone and that the concepts of subsidiarity, proportionality and conferral must be fully respected. Some argue that the solution is more Europe; others that the solution is no Europe. But the ECR believes that neither federalist fundamentalists nor anti-European abolitionists offer real solutions to the problems faced by Europe today.",https://ecrgroup.eu/vision/creating_jobs_prosperity https://ecrgroup.eu/vision/Respecting_rights_sovereignty_member_states
EUP0247,ECR,31,Completely disagree,-2,Other programmatic and official party documentation,"The ECR instead offers a bold alternative vision of a reformed European Union as a community of nations cooperating in shared confederal institutions in areas where they have some common interests that can best be advanced by working together. A new institutional settlement should therefore be sought that recognises that the Union’s democratic legitimacy derives principally from its member states alone and that the concepts of subsidiarity, proportionality and conferral must be fully respected. “God save the European Union from self-destruction” and “no to the takeover by a technocratic elite hiding behind empty slogans”, ECR MEP Jacek Saryusz-Wolski declared in the plenary chamber at MEPs from the majority groups. A group of federalist MEPs want to almost completely abolish the Member States’ right of veto and give Brussels more powers in cardinal competences such as foreign and security policy, taxation, residence rules, internal security and family law. “The almost complete abolition of unanimity and the right of veto in 63 cases would lead to a constitutional coup d’état to create a dystopian superstate - instead of the EU and degrade member states to regions”, said Sayrusz-Wolski, ECR coordinator in the Constitutional Affairs Committee.",https://ecrgroup.eu/vision/Respecting_rights_sovereignty_member_states https://ecrgroup.eu/article/the_abduction_of_europa_by_the_european_parliament
EUP0248,ECR,32,Completely agree,2,"Recent interviews, press releases and social media communication (from party, party leader and/or leading candidates)","Nevertheless, the ECR Group believes that the European Parliament has rightly emphasised the role of enlargement as an important foreign policy instrument, the importance of granting candidate status to Ukraine, Moldova and - under certain conditions - Georgia, and the role of the Western Balkans. However, the EU should decentralise rather than centralise further with a view to enlargement. The ECR Group strongly welcomes the European Commission's recommendation to open EU accession talks with Ukraine and Moldova and to grant candidate status to Georgia. Consequences of Russian asymmetric warfare: Ukraine should join NATO and EU as soon as possible",https://ecrgroup.eu/article/eu_deepening_not_necessary_for_ukraine_and_moldova_to_join_eu https://ecrgroup.eu/article/enlargement_policy_key_for_stability_and_prosperity https://ecrgroup.eu/article/consequences_of_russian_asymmetric_warfare_ukraine_should_join_nato_and_eu
